Gene.symbol	Gene.ID	adj.P.Val	logFC
SEPT11	55752	2.56570111054307e-08	-1.87587972209411
BYSL	705	2.65285220774258e-08	-1.09233236322903
SEC16B	89866	2.71951590878074e-08	-0.788173480212019
GINS3	64785	2.84974155333353e-08	-1.41005554280159
LRP5	4041	2.85592379841836e-08	-1.13310071163605
C19orf66	55337	2.87004101673248e-08	0.845720461884352
CERS6	253782	3.01159510328744e-08	-1.49213443320182
TRANK1	9881	3.01159510328744e-08	1.82222723881292
DDX60	55601	3.03945841388253e-08	1.52682391754989
LOC100288637///OTUD7A	100288637///161725	3.05342732927144e-08	-0.949986522894559
JAK1	3716	3.10572018275822e-08	1.12473585364286
ANKRA2	57763	3.10572018275822e-08	0.949420147337867
ETV5	2119	3.17311484130771e-08	-1.54059556183107
ARHGAP45	23526	3.23458864821705e-08	1.09497635026077
ANGPT1	284	3.3665850549577e-08	-2.96306563134694
CDK2	1017	3.40126508780904e-08	-1.38698773671655
SPNS2	124976	3.46440660116004e-08	-1.58351259720748
HIST1H2AH	85235	3.49145582185986e-08	-2.03735780622563
WIPF1	7456	3.53641923989683e-08	1.36013453306122
DECR2	26063	3.65368620448846e-08	-0.575331544209753
		3.67821931956104e-08	-1.62370504604989
TMEM175	84286	3.73511483406485e-08	0.942345603867347
AHCY	191	3.77804180738798e-08	-1.4718485514025
PHF1	5252	3.9697026952686e-08	1.2994276499297
KIF9	64147	4.04920343286462e-08	-0.883499570626987
SNORD75	692195	4.06440677771609e-08	-1.8147418737415
RAB28	9364	4.06783083955012e-08	1.03698635166213
CKS1B	1163	4.11167745581879e-08	-1.99998592069048
DIAPH2	1730	4.17428290701477e-08	-1.43142153550454
DYRK3	8444	4.40212087699105e-08	-1.44356442985941
CAPN7	23473	4.42723409588692e-08	0.89135028076984
HERPUD2	64224	4.61421160787165e-08	1.06125762656236
ZNF618	114991	4.61421160787165e-08	-1.08964898920068
BTN3A2	11118	4.81019082948545e-08	1.62674160715533
COA7	65260	4.8615725617792e-08	-1.3335965784025
IGFLR1	79713	4.88849234362824e-08	1.07854648129251
ZNF75D	7626	4.99306774494243e-08	0.889813285946711
FAM134B	54463	5.04613450299373e-08	2.21970340292971
POLM	27434	5.06343414662622e-08	0.888219258944444
TUBB	203068	5.33815479893036e-08	-1.34036160143764
RALGAPB	57148	5.33815479893036e-08	0.56307329549546
IL3RA	3563	5.443317364246e-08	-1.9106070164898
ACLY	47	5.50734832944964e-08	-0.718269375115646
PKD2	5311	5.7227147786752e-08	-1.60595177181066
HIST2H2AB///HIST2H2AB	317772///317772	5.79533644152644e-08	-1.39651406380159
HELLS	3070	5.81528053693496e-08	-2.03768199983333
ZNF518B	85460	5.81528053693496e-08	1.00598895017574
RASA2	5922	5.93884927008939e-08	1.45386379417914
MGLL	11343	5.96042918877902e-08	-1.54022881886735
CPA3	1359	5.97623133920613e-08	-3.55737886008617
RHOBTB3	22836	5.97647796592362e-08	-2.06814370586508
EIF4G1	1981	6.00743984383096e-08	-0.891793960775511
		6.07351461184891e-08	1.29350446063038
TAP2	6891	6.14682055104682e-08	1.12547722841837
EXTL2	2135	6.19843081790216e-08	-1.6121193638424
FAM124B	79843	6.19843081790216e-08	-1.58900532756463
AHSP	51327	6.21871561916032e-08	-2.53185206239456
P4HB	5034	6.2855004783468e-08	-1.25103592394105
HIST2H2BE	8349	6.30869196208797e-08	-1.65244434038662
DLC1	10395	6.42290256748451e-08	-0.600704723924037
FGD3	89846	6.53569179298699e-08	1.44419935907936
STON2	85439	6.7247865264902e-08	-2.45221377557823
AMOTL1	154810	6.7247865264902e-08	-1.65615637356689
FUT4	2526	6.77902028607108e-08	-1.15681215342744
IRF2BP2	359948	6.90446788549266e-08	-0.916644929818595
HBG2///HBG1	3048///3047	7.0787962017499e-08	-3.12595460139569
CDC14B	8555	7.48526954401553e-08	0.929983668445576
OIP5	11339	7.48526954401553e-08	-1.14838208855102
PITPNC1	26207	7.51431293183928e-08	2.23193438609184
KANK2	25959	7.57670193596861e-08	-1.00888770294898
PTPN7	5778	7.57670193596861e-08	-1.09511869737528
EPSTI1	94240	7.61718088314695e-08	2.08938812312245
SLC25A28	81894	7.63437869080796e-08	0.691875412921767
STK26	51765	7.63437869080796e-08	-0.832070857937644
NME1-NME2///NME1	654364///4830	7.65382262022947e-08	-2.39566283855555
AFMID	125061	8.00194555323538e-08	-1.16880498706576
		8.00194555323538e-08	-2.02035173959071
LARP1B	55132	8.05697016629588e-08	-1.1966271389966
GDPD3	79153	8.05697016629588e-08	2.20202784515986
TMCO6	55374	8.18145537758849e-08	0.807223213238095
TUBB6	84617	8.64239202303094e-08	-1.08924241156236
TPSB2///TPSD1///TPSAB1	64499///23430///7177	8.64239202303094e-08	-1.74005668405896
PPARD	5467	8.67728524333491e-08	1.32398636423583
CYB561D1	284613	8.71792140030462e-08	1.12744180403741
ADGRL3	23284	8.71792140030462e-08	-1.68116452851361
SPRY2	10253	8.72596032003775e-08	-2.1860818186712
MICALL2	79778	8.89187632356507e-08	-0.941368067092974
MAML1///LTC4S	9794///4056	8.89187632356507e-08	-0.969628378924036
EXOC8	149371	8.92354899726267e-08	1.07100731338775
POLE	5426	9.00930248249482e-08	-1.01355206199093
ST6GALNAC3	256435	9.33911605887061e-08	1.83376114927551
SMARCA4	6597	9.85901814714542e-08	-0.678264159506803
		9.86071336974401e-08	-2.37648786159864
SH3TC2	79628	9.91785616709821e-08	-1.16210375625964
MND1	84057	1.01106630270647e-07	-1.30410535531519
HOMER3	9454	1.01250324381406e-07	-1.58183332173583
IL4R	3566	1.05487963928338e-07	1.97038027790023
TADA2B	93624	1.05512325184261e-07	1.64767710249319
ERVFRD-1	405754	1.06327559810033e-07	-0.985856521858278
CYFIP1	23191	1.06430977049235e-07	-2.16909363388436
SELL	6402	1.08669521115024e-07	1.09102654884694
DNAH14	127602	1.09455819397895e-07	-1.33655596848299
TUBA1B	10376	1.09455819397895e-07	-0.854647764908165
FOXO1	2308	1.10921820518066e-07	1.09084419767687
SOCS6	9306	1.12685651984093e-07	-1.98105585551701
ZNF496///ZNF496	84838///84838	1.13279102123127e-07	-0.755338092214288
BTN3A3	10384	1.15523052703854e-07	1.53784739955442
KIF18A	81930	1.17882233304086e-07	-1.76138974078458
TPI1	7167	1.18065009855251e-07	-0.899926347529483
CNKSR3///CNKSR3	154043///154043	1.18065009855251e-07	-1.19717839141497
OBSL1	23363	1.18543021046594e-07	-0.913505659665533
RAB7B	338382	1.20325571343689e-07	-0.800357542376419
NCAPG2	54892	1.2185554213584e-07	-1.74544330123469
DYNC2LI1	51626	1.2233133086047e-07	-1.09076904013832
GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	101059918///100132979///729786///728047///653720///653125///653075///653073///653061///643699///390535///283796	1.23139121765391e-07	-2.00696278840136
MGST1	4257	1.23772010207752e-07	-3.55908251756916
SMOX	54498	1.24535547482294e-07	-1.60671252525511
C17orf62	79415	1.25044847333807e-07	1.00994075214626
GPSM3	63940	1.25044847333807e-07	1.14784160610998
		1.25509696405268e-07	1.10885394344331
DKFZP779L1853	643162	1.25992067765559e-07	0.911891589472789
PRAF2	11230	1.25992067765559e-07	1.0961943321814
RANBP17	64901	1.26581644245523e-07	-1.50896665906689
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	107984066///100996643///100133920///286297///25902	1.27335879573987e-07	-0.984343754105444
NYNRIN	57523	1.27845310928864e-07	-1.92394501219841
MIRLET7G	406890	1.31585829129443e-07	1.91375796513039
C7orf43	55262	1.31585829129443e-07	1.05572244869614
NEK2	4751	1.31741607165686e-07	-1.40870902127892
TLN2	83660	1.32053608577973e-07	-0.522802762165534
MAPK13	5603	1.33059697555398e-07	1.9865751398322
ING3	54556	1.33059697555398e-07	0.807047701907029
ZNF652	22834	1.35471904579508e-07	1.51819306360884
RINL	126432	1.3747316151611e-07	0.854585730795918
RGS14	10636	1.38664045895984e-07	1.12695988965873
RASAL2	9462	1.42858139182576e-07	-1.15422934259524
		1.43346639582988e-07	-1.01857633162132
SUGT1P1	441394	1.44667194306825e-07	-1.45404377357823
HPRT1	3251	1.46062035923361e-07	-1.51849684956576
SLCO4A1	28231	1.4819265994182e-07	-1.08534742362812
BACE1	23621	1.48894983968723e-07	-1.40192748119955
PLXNB2	23654	1.4890053165856e-07	-2.53162028295919
ZC3HAV1L	92092	1.48925918896596e-07	-1.82337172047846
ANKRD37	353322	1.4975711175337e-07	0.893005174217686
ARNTL2	56938	1.50786550698885e-07	-1.5842153519297
		1.54739903124284e-07	1.82422738337301
CHKA	1119	1.560775481551e-07	-1.40960556317801
MYCN	4613	1.560775481551e-07	-2.25336346476758
CALR	811	1.56927412634374e-07	-1.28391519602948
SGO2	151246	1.56927412634374e-07	-1.43167295602268
MFSD10	10227	1.60786678893361e-07	-0.703544439876417
MSL3	10943	1.66850855438499e-07	1.01506665041043
		1.67993556918054e-07	1.63673947078118
ARHGAP11B	89839	1.69149777654293e-07	-2.12529265304195
		1.69728922616148e-07	-1.50956473161338
EME1	146956	1.70865878376481e-07	-0.775984362207484
POLD1	5424	1.71001223312025e-07	-0.757012655583903
HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	3107///3106///3105///3106///3105	1.71001223312025e-07	1.4123880720805
FBXL14	144699	1.734561205467e-07	0.709693388953514
GATS	352954	1.75223059942871e-07	0.920647077971656
PHACTR1	221692	1.75282699578127e-07	-1.48780569515873
TMEM17	200728	1.76528830487738e-07	-1.09812267221202
IRF9	10379	1.7660947010583e-07	1.30714599659297
ERP27	121506	1.84006344777208e-07	2.16253504862698
PXMP2	5827	1.84345714315464e-07	-1.1934202829898
CENPE	1062	1.84345714315464e-07	-1.43771482732766
ZBTB24	9841	1.8520783982299e-07	1.28715316079818
RHOBTB1	9886	1.86222298270445e-07	-1.54937873433447
PNP	4860	1.86222298270445e-07	-2.30127284865533
PLXND1	23129	1.88310243406708e-07	-2.06387956461905
ZFP36L1	677	1.88883835860866e-07	2.42089885633333
DNA2	1763	1.97756331215985e-07	-1.14298102919728
RRM1	6240	1.98640012192067e-07	-1.71515937662925
		2.03135419747684e-07	-1.01411647430953
		2.03666817788099e-07	1.38557489511111
CDK5R1	8851	2.05470882721831e-07	1.03727353760431
SPG20	23111	2.0800294971754e-07	-1.26759134727211
PTBP2	58155	2.08459220553586e-07	-1.26214511690136
UNC5CL	222643	2.08895866869613e-07	0.62243570338662
PANK4	55229	2.09708433348882e-07	0.948928983804987
BCAT1	586	2.21696365430347e-07	-2.40401696969501
GIN1	54826	2.23306689820138e-07	1.6736672628322
SLC43A1	8501	2.24274966966914e-07	-1.24625503963265
HOXB3	3213	2.24274966966914e-07	-1.89430244640363
CENPM	79019	2.3010020347638e-07	-0.889912593724489
DNM1	1759	2.3010020347638e-07	-0.854554484489799
SPNS3	201305	2.31749730076348e-07	-1.91461501145352
SAP30L	79685	2.32227298487175e-07	0.816452141827663
GABBR1	2550	2.34762477498694e-07	1.89951460283106
AURKB	9212	2.35547833763742e-07	-1.05163070192744
SUPT16H	11198	2.40340651395698e-07	-1.01265948401361
TNFAIP1	7126	2.40340651395698e-07	0.88171610909297
MMRN1	22915	2.40776539577315e-07	-2.77742745314059
H1F0	3005	2.41747443087486e-07	-2.14706728581066
PPM1M	132160	2.4567049275233e-07	1.40724464256349
RAB44	401258	2.46555693465761e-07	-1.73526480441496
GAPDH	2597	2.46555693465761e-07	-0.766454617074835
PRDX3	10935	2.53817474489252e-07	-1.30449500178231
TCAF2P1///TCAF2	653691///285966	2.56586668528125e-07	1.33864194768254
SLC39A9	55334	2.67487131799801e-07	-0.664803571837868
ALAS2	212	2.70969471289053e-07	-2.2150121622279
CNN2	1265	2.73688588057378e-07	1.38246197317347
E2F1	1869	2.75879709053199e-07	-0.819638286413833
PFDN2	5202	2.75879709053199e-07	-0.543677626553288
CTNNAL1	8727	2.76982140135818e-07	-1.27154497279365
GYPA	2993	2.76982140135818e-07	-2.51280925080159
ZNF217	7764	2.83417912168109e-07	1.04566550059297
ZNF367	195828	2.85080800959766e-07	-1.2149440024263
		2.85775493427748e-07	-1.12460044675964
CEP128	145508	2.87018413949532e-07	-1.57118467892177
WNT10A	80326	2.89245619789163e-07	0.666217644766438
PROM1	8842	2.96161268672996e-07	-3.50223780437982
LRIG1	26018	2.96385606369103e-07	1.81889165405669
AIFM1	9131	2.97852619945836e-07	-1.42001436098753
FAM103A1	83640	3.01662585204443e-07	0.920285875503399
GPX1	2876	3.05728976185218e-07	-2.04970586395465
KLHL22	84861	3.05728976185218e-07	0.904747042487527
TTC7B	145567	3.05929057248334e-07	-1.92019685848072
OR2T8	343172	3.06080918495466e-07	-1.19200903802268
CDC20	991	3.06080918495466e-07	-1.50730202312585
PYGM	5837	3.08549052954444e-07	1.45867855052721
NCK2	8440	3.10396731455655e-07	1.73029364721542
ZNF862	643641	3.11522250980163e-07	1.0430144831814
ANKRD28	23243	3.23043159223118e-07	-1.97999185488549
HMGB2	3148	3.23043159223118e-07	-1.24787440879252
RAB33B	83452	3.31438047768344e-07	0.838769498965983
GNG2	54331	3.31994368007192e-07	1.85901072147959
CLTC	1213	3.31994368007192e-07	-0.870784816911568
FBXO8	26269	3.31994368007192e-07	0.969189512800454
PLA2G4A	5321	3.31994368007192e-07	-2.53690689356916
STAB1	23166	3.32905173675094e-07	-2.29600305501361
RUNX1	861	3.32905173675094e-07	-1.08131234507144
SP110	3431	3.35158359230724e-07	1.93830088385147
LINC00921	283876	3.36187179738706e-07	1.55565102527438
LMNB2	84823	3.47316590087144e-07	-0.973300250054423
		3.51345067832924e-07	-0.93292569473016
ENO1	2023	3.53743719044995e-07	-1.40396178195465
ATAD5	79915	3.53743719044995e-07	-1.35574430112245
PIM2	11040	3.53743719044995e-07	1.76539514470862
		3.57751174465581e-07	-1.24010592833107
CREBRF	153222	3.5981390044236e-07	1.64052491969728
		3.62457032711815e-07	1.56254043998639
ELMOD3	84173	3.63639931921368e-07	0.661001405939907
STK17A	9263	3.63639931921368e-07	1.74872272131179
TMEM97	27346	3.63639931921368e-07	-1.64084099125737
SMAD1	4086	3.6413110797057e-07	-1.92113371306689
TSGA13///COPG2	114960///26958	3.6413110797057e-07	-0.796978614131522
FAM98C	147965	3.75456543472013e-07	0.723162706714283
PRKD2	25865	3.77439244048378e-07	1.55113699268027
PCCB	5096	3.80128989287488e-07	-1.5023567188288
CEACAM21	90273	3.8435204920994e-07	1.27355167820635
AURKA	6790	3.86672232367939e-07	-1.59285325979138
FBXO3	26273	3.87877207473448e-07	0.846074833970518
LINC01599	196913	3.89469682184324e-07	1.52569748085374
STARD13	90627	3.93238544308629e-07	-0.65779352518254
AGPS	8540	4.09228913165474e-07	-1.55375326156122
NIPSNAP3A	25934	4.18409713657226e-07	-1.64662690552835
CA2	760	4.25631035971729e-07	-2.5981438674161
RMND5B	64777	4.27028762448242e-07	0.822455378013604
POLD4	57804	4.3082866993407e-07	1.02182875939909
MTFR2	113115	4.38472272165164e-07	-1.08481280455669
C16orf54	283897	4.41820579173601e-07	1.21974889910998
COMT	1312	4.48067069700319e-07	-1.36219485055669
MAP3K14	9020	4.48985238342474e-07	0.914480476004533
RUVBL2	10856	4.49123802370064e-07	-1.16773512258844
GAS2L3	283431	4.52504910382599e-07	-2.04861566386735
CYB561D2	11068	4.53474493454733e-07	0.693237534688208
CENPO	79172	4.60953591111692e-07	-1.21773134413265
MTHFD2	10797	4.70008672636936e-07	-1.2923054754025
		4.74601063721362e-07	-1.74094858269161
RHAG	6005	4.76823632965943e-07	-2.2224657975
TNRC6B	23112	4.80090300345666e-07	0.832028570359409
		4.80090300345666e-07	1.64013117589002
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A	101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///440270///390535///283768///23015	4.83294135404138e-07	-0.839228054405898
ABL1	25	4.89087130735218e-07	-0.846640394954653
TMC6	11322	4.93597078441314e-07	0.970284204823128
		5.01164321094439e-07	1.90442149607596
SDC4///ROS1	6385///6098	5.06085575767715e-07	-1.57375512278798
AMN1	196394	5.16080035299391e-07	1.67038877801247
		5.22721621244763e-07	1.42722294373923
SHISA5	51246	5.24921232662804e-07	1.32931349563832
WWC3	55841	5.27545916934574e-07	1.62018645168254
IDH2	3418	5.28333778299801e-07	-0.971369824419504
PRMT5	10419	5.32851953838434e-07	-0.776723243634921
ATG9A	79065	5.43274947540344e-07	0.783924226332197
BTG2	7832	5.43274947540344e-07	1.56345809962812
SLC2A5	6518	5.45192903179996e-07	-1.88173047956689
C19orf48	84798	5.45192903179996e-07	-0.98580195437642
MALAT1	378938	5.49714740333735e-07	1.09534172795805
ACACA	31	5.57818887130734e-07	-1.53741406582993
RXRB	6257	5.66624291495786e-07	0.603388149488659
CYFIP2	26999	5.74289211872957e-07	1.65052718265646
PBRM1	55193	5.79507830419388e-07	-0.671577192748302
MAST3	23031	5.80896759321294e-07	1.54155364659297
ABHD13	84945	6.00406815788002e-07	0.695356618995463
TMEM243	79161	6.0935120531358e-07	1.65152640664853
TBC1D10C	374403	6.0935120531358e-07	1.3807670845
GSS	2937	6.14628117389098e-07	-1.44232199066894
GNL2	29889	6.17500139715764e-07	-1.17925576955669
ZNF730	100129543	6.20450243283444e-07	-1.82273065953628
CDCA8	55143	6.21971590698691e-07	-1.04195198313719
WDR12	55759	6.21971590698691e-07	-1.8951509320839
SMIM10	644538	6.36930290379417e-07	-1.08130803965193
S100Z	170591	6.3928701947951e-07	-2.62621064128345
PORCN	64840	6.39505905010678e-07	0.921573226748298
KDM7A	80853	6.41943330260577e-07	1.97670655044217
DECR1	1666	6.44102356974115e-07	0.850368368687072
SNORD78	692198	6.4780395427331e-07	-1.69198702829819
INPP5K	51763	6.60501439499022e-07	0.925497785866211
SKA1	220134	6.62144436443497e-07	-1.25724749879819
IDH1	3417	6.62784542120313e-07	-1.67334756559864
TTF2	8458	6.6746991271085e-07	-1.29125527858504
DOCK1	1793	6.7194068304621e-07	-2.13641378306689
TP53I3	9540	6.81005804165982e-07	-1.47768020019388
DCUN1D5	84259	7.23853839814339e-07	-1.30514595104195
		7.23853839814339e-07	1.34842402852608
RUSC2	9853	7.31872761629007e-07	-1.30595200658844
AK2	204	7.38823079050468e-07	-1.11943350592177
VAPB	9217	7.40290497223476e-07	0.694494975150793
BTG1	694	7.4943729364732e-07	1.16966780139682
CABLES1	91768	7.5175976831174e-07	-1.89220661755896
EFEMP2	30008	7.53712494101388e-07	0.686698048068027
		7.67035693807115e-07	-0.906059330819729
HILPDA	29923	7.69405590775032e-07	-1.27291346909524
EHD1	10938	7.69405590775032e-07	1.20901766823129
ZBTB38	253461	7.78060980391972e-07	1.61334311262358
C1orf52	148423	7.91668542460763e-07	0.788244465395688
CYTH1	9267	8.10795478580708e-07	1.29188780930839
KIF21B	23046	8.34089049434905e-07	1.48301762484807
C11orf45	219833	8.35301465530109e-07	-0.824025007334467
SELT	51714	8.37193742467205e-07	0.902984632054419
RAB44	401258	8.3938620810837e-07	-1.54865945192404
RALGPS1	9649	8.48360193859186e-07	1.07094312996145
PIEZO2	63895	8.58010614082609e-07	-1.9048860760771
DOCK7	85440	8.86863351238372e-07	-1.78028740301588
CNTLN	54875	8.86863351238372e-07	-1.94114521002381
PDIA3P1///PDIA3	171423///2923	8.98194963824998e-07	-1.80551421600227
		8.98194963824998e-07	-0.98027062117914
GSG2	83903	9.00873558003414e-07	-1.0062010635703
FAM231A///FAM231D///LOC388692	729574///644634///388692	9.07857759805885e-07	1.23167935524376
CDC25C	995	9.19968766596391e-07	-0.968752345718823
EML4///ALK	27436///238	9.26838041213819e-07	1.53790148926304
NEGR1	257194	9.26838041213819e-07	-2.15137207193311
PCGF5	84333	9.26838041213819e-07	1.32610161984467
BRPF3	27154	9.51048002294501e-07	0.917099284197278
CNTROB	116840	9.97348026440871e-07	-0.969234609340137
PRPF40A	55660	9.97415536317129e-07	-0.52723627995465
MYO5C	55930	9.99105155463284e-07	-1.87745291554989
STK4	6789	1.00806312667542e-06	0.964573010896824
HLA-C///HLA-B///HLA-B	3107///3106///3106	1.00886349826653e-06	1.10801495854082
C5orf56	441108	1.01509540455227e-06	1.05245238654308
ATP5B	506	1.01552945686444e-06	-0.906134106011342
PRKAR2B	5577	1.02840171835409e-06	-2.37133971684241
		1.02937674857307e-06	-1.57043146160771
TMOD4	29765	1.02937674857307e-06	0.685972262218821
PLCXD1	55344	1.03824908089404e-06	-1.35119596526417
B3GALNT2	148789	1.03824908089404e-06	-1.23358052452494
SUSD1	64420	1.08695927438436e-06	-1.46861770380839
		1.09242031895e-06	-1.4496886338288
SYNE2	23224	1.09426294102129e-06	3.1322003497415
C4orf46	201725	1.10138268540182e-06	-1.36794961087302
DDX21	9188	1.12255089716526e-06	-1.14680831716894
STK32B	55351	1.14226333088144e-06	-1.31102874782426
SPSB3	90864	1.15499183158674e-06	0.605362882815193
CAV2///LOC105375463///CAV2	858///105375463///858	1.1668624657355e-06	-1.34970514004989
CDKN3	1033	1.1668624657355e-06	-1.35727469162812
MACC1	346389	1.17767052183548e-06	-2.53140293629252
TNFAIP8	25816	1.19589228595913e-06	1.41010101167914
TMEM144	55314	1.19589228595913e-06	-2.11011544506236
CPSF3	51692	1.19632796687737e-06	-1.28133702863946
MTHFD2	10797	1.1978842349721e-06	-1.74055918035828
UROD	7389	1.1978842349721e-06	-1.13299382091157
YES1	7525	1.21016465267936e-06	-2.23523775182086
PPT2-EGFL8///EGFL8///PPT2	100532746///80864///9374	1.22116290899015e-06	-1.45794816205329
FANCG	2189	1.22540570559818e-06	-0.63573497797506
FAM89B	23625	1.22718115974548e-06	1.0522385363356
		1.2363022948354e-06	0.523162082063488
SLC38A2	54407	1.2363022948354e-06	-0.54489824396939
ZBED4	9889	1.23910365108528e-06	-0.877945129521541
		1.24665520252017e-06	-1.63237906889909
MALT1	10892	1.25075183592337e-06	1.55232164796372
PLD1	5337	1.26275705986338e-06	-2.64055965123016
OCRL	4952	1.26443753996058e-06	-1.59056031735034
